_id,psuedocode,item_desc,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g
22,1019791,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1019791,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1019791,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,1019791,Aadhar,0,8,9,0,1,2,9,12,16,17,12,10,22,21,20,19,15,23,26,21,24,27,0,0,0,0
26,1019791,BPL,0,0,0,0,0,0,0,0,1,0,2,3,5,5,0,0,6,4,3,7,0,1,0,0,0,0
27,1019791,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1019791,Total CWSN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1023634,General,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1023634,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1023634,ST,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1023634,OBC,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1023634,Muslim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1023634,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1023634,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1023634,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1023634,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1023634,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1023634,Aadhar,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1023634,BPL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1023634,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1023634,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1037384,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1037384,SC,0,0,6,4,3,4,4,2,2,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1037384,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1037384,OBC,0,0,1,3,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1037384,Muslim,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1037384,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1037384,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1037384,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1037384,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1037384,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1037384,Aadhar,0,0,2,5,4,2,4,3,1,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1037384,BPL,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1037384,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1037384,Total CWSN,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1043498,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,117,0,92,0,0,0,0
58,1043498,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,15,0,0,0,0
59,1043498,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1043498,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,22,0,0,0,0
61,1043498,Muslim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,75,0,64,0,0,0,0
62,1043498,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,31,0,31,0,0,0,0
63,1043498,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1043498,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1043498,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1043498,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1043498,Aadhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,145,0,126,0,0,0,0
68,1043498,BPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0
69,1043498,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1043498,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1046030,General,5,10,3,3,3,7,10,7,7,4,9,10,13,3,8,4,5,1,0,0,0,0,0,0,0,0
72,1046030,SC,11,6,13,7,8,9,14,8,15,10,9,8,8,10,9,9,10,7,0,0,0,0,0,0,0,0
73,1046030,ST,1,3,4,2,4,4,2,1,4,4,1,0,3,2,1,2,4,1,0,0,0,0,0,0,0,0
74,1046030,OBC,18,11,25,14,6,17,10,15,16,11,9,8,17,9,11,15,9,15,0,0,0,0,0,0,0,0
75,1046030,Muslim,0,1,3,1,0,2,0,2,2,0,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0
76,1046030,Christian,3,0,1,0,0,0,1,1,1,1,0,0,6,1,2,2,2,1,0,0,0,0,0,0,0,0
77,1046030,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1046030,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1046030,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1046030,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,1046030,Aadhar,24,22,26,18,6,11,8,7,16,8,9,9,8,7,11,13,10,12,0,0,0,0,0,0,0,0
82,1046030,BPL,1,1,5,1,2,9,1,1,1,3,2,2,2,2,4,2,2,3,0,0,0,0,0,0,0,0
83,1046030,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1046030,Total CWSN,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
85,1046767,General,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
86,1046767,SC,0,0,0,1,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1046767,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1046767,OBC,0,0,2,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
89,1046767,Muslim,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1046767,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1046767,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1046767,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1046767,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1046767,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1046767,Aadhar,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
96,1046767,BPL,0,0,2,1,0,0,1,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
97,1046767,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1046767,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1056252,General,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1056252,SC,0,0,1,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1056252,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1056252,OBC,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1056252,Muslim,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1056252,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1056252,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1056252,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1056252,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1056252,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1056252,Aadhar,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1056252,BPL,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1056252,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1056252,Total CWSN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1059694,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1059694,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1059694,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1059694,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1059694,Muslim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1059694,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1059694,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1059694,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1059694,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1059694,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1059694,Aadhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1059694,BPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1059694,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1059694,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1060284,General,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
128,1060284,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1060284,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1060284,OBC,0,0,10,7,3,1,9,2,3,3,4,2,4,5,3,1,0,0,0,0,0,0,0,0,0,0
131,1060284,Muslim,0,0,10,7,3,1,9,2,4,3,4,1,4,6,4,1,0,0,0,0,0,0,0,0,0,0
132,1060284,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1060284,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1060284,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1060284,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1060284,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1060284,Aadhar,0,0,6,6,1,0,7,2,3,1,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0
138,1060284,BPL,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,1060284,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1060284,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1065862,General,17,17,15,16,20,19,18,14,15,11,15,20,14,17,16,8,11,9,13,12,6,15,0,0,0,0
142,1065862,SC,10,4,6,7,12,10,10,5,11,13,16,10,14,7,14,6,9,11,9,3,4,4,0,0,0,0
143,1065862,ST,0,1,2,2,1,1,1,3,2,7,1,3,4,2,3,2,3,1,0,0,0,0,0,0,0,0
144,1065862,OBC,102,100,80,84,80,67,76,92,67,88,65,79,83,77,61,65,59,63,63,58,60,77,0,0,0,0
145,1065862,Muslim,4,4,1,1,2,1,2,3,1,4,0,0,2,0,0,0,2,1,2,0,0,1,0,0,0,0
146,1065862,Christian,0,0,1,0,0,2,1,1,0,0,0,1,1,0,2,1,0,0,1,1,1,1,0,0,0,0
147,1065862,Sikh,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,1065862,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1065862,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1065862,Jain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
151,1065862,Aadhar,41,44,88,97,104,85,89,97,74,94,87,99,104,97,91,80,81,83,85,72,70,96,0,0,0,0
152,1065862,BPL,0,0,5,4,3,1,7,13,20,32,8,10,27,20,9,35,7,13,12,27,21,36,0,0,0,0
153,1065862,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1065862,Total CWSN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1067157,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3
156,1067157,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,20,12
157,1067157,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
158,1067157,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,34,54,42
159,1067157,Muslim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3
160,1067157,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
161,1067157,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1067157,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1067157,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1067157,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1067157,Aadhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,59,77,57
166,1067157,BPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,45,61,49
167,1067157,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1067157,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169,1067660,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
170,1067660,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,21,11,10,0,0,0,0
171,1067660,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,2,0,0,0,0
172,1067660,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,16,11,15,4,0,0,0,0
173,1067660,Muslim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,10,8,4,0,0,0,0,0
174,1067660,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1067660,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1067660,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1067660,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1067660,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1067660,Aadhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,21,25,29,15,0,0,0,0
180,1067660,BPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,15,14,8,0,0,0,0
181,1067660,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,27,32,33,15,0,0,0,0
182,1067660,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1073824,General,0,0,0,0,0,0,2,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
184,1073824,SC,0,0,11,10,11,6,4,8,6,11,3,8,9,7,12,9,0,0,0,0,0,0,0,0,0,0
185,1073824,ST,0,0,1,4,0,0,0,0,0,0,0,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0
186,1073824,OBC,0,0,14,5,3,4,7,3,10,4,6,9,5,3,6,5,0,0,0,0,0,0,0,0,0,0
187,1073824,Muslim,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
188,1073824,Christian,0,0,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189,1073824,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1073824,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1073824,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1073824,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1073824,Aadhar,0,0,18,10,3,3,2,5,4,5,2,8,11,6,11,9,0,0,0,0,0,0,0,0,0,0
194,1073824,BPL,0,0,9,4,0,0,0,1,1,2,1,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0
195,1073824,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1073824,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1074247,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0
198,1074247,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,8,13,8,0,0,0,0
199,1074247,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1074247,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,2,5,0,0,0,0,0
201,1074247,Muslim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
202,1074247,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,4,0,0,0,0,0
203,1074247,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1074247,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1074247,Parsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1074247,Jain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
207,1074247,Aadhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,9,6,14,3,0,0,0,0
208,1074247,BPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
209,1074247,Total repeaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1074247,Total CWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1074561,General,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1074561,SC,0,0,1,2,2,1,0,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,1074561,ST,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1074561,OBC,0,0,1,8,1,1,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1074561,Muslim,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1074561,Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1074561,Sikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1074561,Buddhist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
